"代码","展示代码","名称","市场","行业","细分领域","名单分类","来源","入池理由","评分","所属池","阶段用途"
"sz000027","000027.SZ","深圳能源","深交所","主板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000028","000028.SZ","国药一致","深交所","主板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000029","000029.SZ","深深房Ａ","深交所","主板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300001","300001.SZ","特锐德","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300002","300002.SZ","神州泰岳","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300003","300003.SZ","乐普医疗","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300004","300004.SZ","南风股份","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300005","300005.SZ","探路者","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300006","300006.SZ","莱美药业","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300007","300007.SZ","汉威科技","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300008","300008.SZ","天海防务","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300009","300009.SZ","安科生物","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300010","300010.SZ","豆神教育","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300011","300011.SZ","鼎汉技术","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300012","300012.SZ","华测检测","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300013","300013.SZ","新宁物流","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300014","300014.SZ","亿纬锂能","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300015","300015.SZ","爱尔眼科","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300016","300016.SZ","北陆药业","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300017","300017.SZ","网宿科技","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz300018","300018.SZ","中元股份","深交所","创业板","","","深交所官方证券列表","成交活跃、市值代表性和行业覆盖综合入池","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000030","000030.SZ","富奥股份","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000031","000031.SZ","大悦城","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000032","000032.SZ","深桑达Ａ","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000034","000034.SZ","神州数码","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000035","000035.SZ","中国天楹","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000036","000036.SZ","华联控股","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000037","000037.SZ","深南电A","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000039","000039.SZ","中集集团","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000042","000042.SZ","中洲控股","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000045","000045.SZ","深纺织Ａ","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000048","000048.SZ","京基智农","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000049","000049.SZ","德赛电池","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000050","000050.SZ","深天马Ａ","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000055","000055.SZ","方大集团","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000058","000058.SZ","深赛格","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000059","000059.SZ","华锦股份","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000060","000060.SZ","中金岭南","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000061","000061.SZ","农产品","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000062","000062.SZ","深圳华强","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000063","000063.SZ","中兴通讯","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000065","000065.SZ","北方国际","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000066","000066.SZ","中国长城","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000068","000068.SZ","华控赛格","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000069","000069.SZ","华侨城Ａ","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000070","000070.SZ","特发信息","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000078","000078.SZ","海王生物","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000088","000088.SZ","盐田港","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000089","000089.SZ","深圳机场","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000090","000090.SZ","天健集团","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
"sz000096","000096.SZ","广聚能源","深交所","主板","","","深交所官方证券列表","行业分散后补齐试运行池规模","40.0","300只试运行池","盘后主输入；指标扩面目标"
